"","flight_date","flight_status","departure.airport","departure.timezone","departure.iata","departure.icao","departure.terminal","departure.gate","departure.delay","departure.scheduled","departure.estimated","departure.actual","departure.estimated_runway","departure.actual_runway","arrival.airport","arrival.timezone","arrival.iata","arrival.icao","arrival.terminal","arrival.gate","arrival.baggage","arrival.delay","arrival.scheduled","arrival.estimated","arrival.actual","arrival.estimated_runway","arrival.actual_runway","airline.name","airline.iata","airline.icao","flight.number","flight.iata","flight.icao","flight.codeshared","aircraft","live","flight.codeshared.airline_name","flight.codeshared.airline_iata","flight.codeshared.airline_icao","flight.codeshared.flight_number","flight.codeshared.flight_iata","flight.codeshared.flight_icao","aircraft.registration","aircraft.iata","aircraft.icao","aircraft.icao24"
"1","2019-12-01","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-01T08:30:00+00:00","2019-12-01T08:30:00+00:00",NA,"2019-12-01T08:23:00+00:00","2019-12-01T08:23:00+00:00","Atambua","Asia/Makassar","ABU","WATA",NA,NA,NA,NA,"2019-12-01T09:15:00+00:00","2019-12-01T09:15:00+00:00",NA,"2019-12-01T08:58:00+00:00","2019-12-01T08:58:00+00:00","Wings Air (Indonesia)","IW","WON","1933","IW1933","WON1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-01","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-01T09:00:00+00:00","2019-12-01T09:00:00+00:00",NA,"2019-12-01T11:46:00+00:00","2019-12-01T11:46:00+00:00","Atambua","Asia/Makassar","ABU","WATA",NA,NA,NA,NA,"2019-12-01T09:45:00+00:00","2019-12-01T09:45:00+00:00",NA,"2019-12-01T12:18:00+00:00","2019-12-01T12:18:00+00:00","TransNusa","8B","TNU","527","8B527","TNU527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-02","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-02T09:00:00+00:00","2019-12-02T09:00:00+00:00",NA,"2019-12-02T12:09:00+00:00","2019-12-02T12:09:00+00:00","Atambua","Asia/Makassar","ABU","WATA",NA,NA,NA,NA,"2019-12-02T09:45:00+00:00","2019-12-02T09:45:00+00:00",NA,"2019-12-02T12:43:00+00:00","2019-12-02T12:43:00+00:00","TransNusa","8B","TNU","527","8B527","TNU527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-02","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-02T11:20:00+00:00","2019-12-02T11:20:00+00:00",NA,"2019-12-02T11:21:00+00:00","2019-12-02T11:21:00+00:00","Atambua","Asia/Makassar","ABU","WATA",NA,NA,NA,NA,"2019-12-02T12:05:00+00:00","2019-12-02T12:05:00+00:00",NA,"2019-12-02T12:05:00+00:00","2019-12-02T12:05:00+00:00","Wings Air (Indonesia)","IW","WON","1945","IW1945","WON1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-07","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-07T13:20:00+00:00","2019-12-07T13:20:00+00:00","2019-12-07T12:59:00+00:00","2019-12-07T12:59:00+00:00","2019-12-07T12:59:00+00:00","Atambua","Asia/Makassar","ABU","WATA",NA,NA,NA,NA,"2019-12-07T14:05:00+00:00","2019-12-07T14:05:00+00:00","2019-12-07T13:39:00+00:00","2019-12-07T13:39:00+00:00","2019-12-07T13:39:00+00:00","Wings Air (Indonesia)","IW","WON","1955","IW1955","WON1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","E5",NA,"2019-12-01T00:10:00+00:00","2019-12-01T00:10:00+00:00",NA,"2019-12-01T00:30:00+00:00","2019-12-01T00:30:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T05:40:00+00:00","2019-12-01T05:40:00+00:00",NA,"2019-12-01T05:31:00+00:00","2019-12-01T05:31:00+00:00","Batik Air","ID","BTK","6170","ID6170","BTK6170",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLUR","A320","A320","8A0636"
"7","2019-12-01","landed","Juanda","Asia/Jakarta","SUB","WARR",NA,NA,NA,"2019-12-01T07:35:00+00:00","2019-12-01T07:35:00+00:00",NA,"2019-12-01T07:57:00+00:00","2019-12-01T07:57:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T12:05:00+00:00","2019-12-01T12:05:00+00:00",NA,"2019-12-01T12:11:00+00:00","2019-12-01T12:11:00+00:00","Lion Air","JT","LNI","890","JT890","LNI890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-01","landed","Halim Perdana Kusuma","Asia/Jakarta","HLP","WIHH",NA,"08",NA,"2019-12-01T06:05:00+00:00","2019-12-01T06:05:00+00:00",NA,"2019-12-01T06:04:00+00:00","2019-12-01T06:04:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T11:35:00+00:00","2019-12-01T11:35:00+00:00",NA,"2019-12-01T11:06:00+00:00","2019-12-01T11:06:00+00:00","Batik Air","ID","BTK","7773","ID7773","BTK7773",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLUO","A320","A320","8A0633"
"9","2019-12-01","landed","Langgur","Asia/Jayapura","LUV","WAPL",NA,NA,NA,"2019-12-01T05:50:00+00:00","2019-12-01T05:50:00+00:00",NA,"2019-12-01T05:57:00+00:00","2019-12-01T05:57:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T07:15:00+00:00","2019-12-01T07:15:00+00:00",NA,"2019-12-01T07:26:00+00:00","2019-12-01T07:26:00+00:00","Wings Air (Indonesia)","IW","WON","1507","IW1507","WON1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKWGT","AT76","AT76","8A04F8"
"10","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U26",NA,"2019-12-01T08:15:00+00:00","2019-12-01T08:15:00+00:00","2019-12-01T08:14:00+00:00","2019-12-01T08:37:00+00:00","2019-12-01T08:37:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,11,"2019-12-01T13:55:00+00:00","2019-12-01T13:55:00+00:00","2019-12-01T14:06:00+00:00","2019-12-01T14:01:00+00:00","2019-12-01T14:01:00+00:00","KLM","KL","KLM","4025","KL4025","KLM4025",NA,NA,NA,"Garuda Indonesia","GA","GIA","646","GA646","GIA646",NA,NA,NA,NA
"11","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U26",NA,"2019-12-01T08:15:00+00:00","2019-12-01T08:15:00+00:00","2019-12-01T08:14:00+00:00","2019-12-01T08:37:00+00:00","2019-12-01T08:37:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,11,"2019-12-01T13:55:00+00:00","2019-12-01T13:55:00+00:00","2019-12-01T14:06:00+00:00","2019-12-01T14:01:00+00:00","2019-12-01T14:01:00+00:00","Garuda Indonesia","GA","GIA","646","GA646","GIA646",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGMO","B738","B738","8A0220"
"12","2019-12-01","landed","Saumlaki","Asia/Jayapura","SXK","WAPI",NA,NA,NA,"2019-12-01T10:50:00+00:00","2019-12-01T10:50:00+00:00",NA,NA,NA,"Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T12:10:00+00:00","2019-12-01T12:10:00+00:00",NA,"2019-12-01T12:30:00+00:00","2019-12-01T12:30:00+00:00","Wings Air (Indonesia)","IW","WON","1515","IW1515","WON1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKWJF","AT76","AT76","8A06AD"
"13","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,13,"2019-12-01T03:35:00+00:00","2019-12-01T03:35:00+00:00",NA,"2019-12-01T03:48:00+00:00","2019-12-01T03:48:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T06:15:00+00:00","2019-12-01T06:15:00+00:00",NA,"2019-12-01T06:11:00+00:00","2019-12-01T06:11:00+00:00","Lion Air","JT","LNI","880","JT880","LNI880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,8,"2019-12-01T04:00:00+00:00","2019-12-01T04:00:00+00:00","2019-12-01T03:58:00+00:00","2019-12-01T04:10:00+00:00","2019-12-01T04:10:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T06:50:00+00:00","2019-12-01T06:50:00+00:00","2019-12-01T06:39:00+00:00","2019-12-01T06:34:00+00:00","2019-12-01T06:34:00+00:00","Garuda Indonesia","GA","GIA","640","GA640","GIA640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-01","landed","Namlea","Asia/Jayapura","NAM","WAPR",NA,NA,NA,"2019-12-01T07:00:00+00:00","2019-12-01T07:00:00+00:00",NA,NA,NA,"Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T07:30:00+00:00","2019-12-01T07:30:00+00:00",NA,"2019-12-01T07:36:00+00:00","2019-12-01T07:36:00+00:00","Wings Air (Indonesia)","IW","WON","1533","IW1533","WON1533",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKWJL","AT76","AT76","8A076D"
"16","2019-12-01","landed","Jefman","Asia/Jayapura","SOQ","WASS",NA,NA,NA,"2019-12-01T07:20:00+00:00","2019-12-01T07:20:00+00:00",NA,NA,NA,"Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T08:40:00+00:00","2019-12-01T08:40:00+00:00",NA,"2019-12-01T08:59:00+00:00","2019-12-01T08:59:00+00:00","Wings Air (Indonesia)","IW","WON","1505","IW1505","WON1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKWJF","AT76","AT76","8A06AD"
"17","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T12:10:00+00:00","2019-12-01T12:10:00+00:00",NA,"2019-12-01T12:32:00+00:00","2019-12-01T12:32:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T14:50:00+00:00","2019-12-01T14:50:00+00:00",NA,"2019-12-01T14:53:00+00:00","2019-12-01T14:53:00+00:00","Lion Air","JT","LNI","786","JT786","LNI786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,32,"2019-12-01T14:50:00+00:00","2019-12-01T14:50:00+00:00",NA,"2019-12-01T15:23:00+00:00","2019-12-01T15:23:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-01T17:35:00+00:00","2019-12-01T17:35:00+00:00",NA,"2019-12-01T17:45:00+00:00","2019-12-01T17:45:00+00:00","Lion Air","JT","LNI","886","JT886","LNI886",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLPQ","B738","B738",NA
"19","2019-12-02","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-02T03:35:00+00:00","2019-12-02T03:35:00+00:00",NA,"2019-12-02T03:44:00+00:00","2019-12-02T03:44:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-02T06:15:00+00:00","2019-12-02T06:15:00+00:00",NA,"2019-12-02T06:06:00+00:00","2019-12-02T06:06:00+00:00","Lion Air","JT","LNI","880","JT880","LNI880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-02","landed","Juanda","Asia/Jakarta","SUB","WARR",NA,NA,NA,"2019-12-02T07:35:00+00:00","2019-12-02T07:35:00+00:00",NA,"2019-12-02T07:38:00+00:00","2019-12-02T07:38:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,NA,"2019-12-02T12:05:00+00:00","2019-12-02T12:05:00+00:00",NA,"2019-12-02T11:48:00+00:00","2019-12-02T11:48:00+00:00","Lion Air","JT","LNI","890","JT890","LNI890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-02","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U11",NA,"2019-12-02T08:15:00+00:00","2019-12-02T08:15:00+00:00","2019-12-02T08:14:00+00:00","2019-12-02T08:37:00+00:00","2019-12-02T08:37:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,1,"2019-12-02T13:55:00+00:00","2019-12-02T13:55:00+00:00","2019-12-02T13:56:00+00:00","2019-12-02T13:46:00+00:00","2019-12-02T13:46:00+00:00","KLM","KL","KLM","4025","KL4025","KLM4025",NA,NA,NA,"Garuda Indonesia","GA","GIA","646","GA646","GIA646",NA,NA,NA,NA
"22","2019-12-02","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U11",NA,"2019-12-02T08:15:00+00:00","2019-12-02T08:15:00+00:00","2019-12-02T08:14:00+00:00","2019-12-02T08:37:00+00:00","2019-12-02T08:37:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,1,"2019-12-02T13:55:00+00:00","2019-12-02T13:55:00+00:00","2019-12-02T13:56:00+00:00","2019-12-02T13:46:00+00:00","2019-12-02T13:46:00+00:00","Garuda Indonesia","GA","GIA","646","GA646","GIA646",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGMO","B738","B738","8A0220"
"23","2019-12-07","landed","Juanda","Asia/Jakarta","SUB","WARR","1","7",13,"2019-12-07T07:35:00+00:00","2019-12-07T07:35:00+00:00","2019-12-07T07:48:00+00:00","2019-12-07T07:48:00+00:00","2019-12-07T07:48:00+00:00","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,4,"2019-12-07T12:05:00+00:00","2019-12-07T12:05:00+00:00","2019-12-07T12:09:00+00:00","2019-12-07T12:09:00+00:00","2019-12-07T12:09:00+00:00","Lion Air","JT","LNI","890","JT890","LNI890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-01","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-01T08:40:00+00:00","2019-12-01T08:40:00+00:00",NA,"2019-12-01T08:41:00+00:00","2019-12-01T08:41:00+00:00","Alor Island","Asia/Makassar","ARD","WATM",NA,NA,NA,NA,"2019-12-01T09:20:00+00:00","2019-12-01T09:20:00+00:00",NA,"2019-12-01T09:23:00+00:00","2019-12-01T09:23:00+00:00","Wings Air (Indonesia)","IW","WON","1943","IW1943","WON1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-01","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-01T11:40:00+00:00","2019-12-01T11:40:00+00:00",NA,"2019-12-01T11:39:00+00:00","2019-12-01T11:39:00+00:00","Alor Island","Asia/Makassar","ARD","WATM",NA,NA,NA,NA,"2019-12-01T12:30:00+00:00","2019-12-01T12:30:00+00:00",NA,"2019-12-01T12:29:00+00:00","2019-12-01T12:29:00+00:00","TransNusa","8B","TNU","523","8B523","TNU523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-02","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-02T08:40:00+00:00","2019-12-02T08:40:00+00:00",NA,"2019-12-02T08:43:00+00:00","2019-12-02T08:43:00+00:00","Alor Island","Asia/Makassar","ARD","WATM",NA,NA,NA,NA,"2019-12-02T09:20:00+00:00","2019-12-02T09:20:00+00:00",NA,"2019-12-02T09:28:00+00:00","2019-12-02T09:28:00+00:00","Wings Air (Indonesia)","IW","WON","1943","IW1943","WON1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-02","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-02T11:40:00+00:00","2019-12-02T11:40:00+00:00",NA,"2019-12-02T11:58:00+00:00","2019-12-02T11:58:00+00:00","Alor Island","Asia/Makassar","ARD","WATM",NA,NA,NA,NA,"2019-12-02T12:30:00+00:00","2019-12-02T12:30:00+00:00",NA,"2019-12-02T12:47:00+00:00","2019-12-02T12:47:00+00:00","TransNusa","8B","TNU","523","8B523","TNU523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-07","landed","Eltari","Asia/Dili","KOE","WATT",NA,NA,NA,"2019-12-07T11:40:00+00:00","2019-12-07T11:40:00+00:00","2019-12-07T11:25:00+00:00","2019-12-07T11:25:00+00:00","2019-12-07T11:25:00+00:00","Alor Island","Asia/Makassar","ARD","WATM",NA,NA,NA,NA,"2019-12-07T12:30:00+00:00","2019-12-07T12:30:00+00:00","2019-12-07T12:11:00+00:00","2019-12-07T12:11:00+00:00","2019-12-07T12:11:00+00:00","TransNusa","8B","TNU","523","8B523","TNU523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","1","A2",NA,"2019-12-01T05:45:00+00:00","2019-12-01T05:45:00+00:00",NA,"2019-12-01T05:51:00+00:00","2019-12-01T05:51:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T08:30:00+00:00","2019-12-01T08:30:00+00:00",NA,"2019-12-01T08:19:00+00:00","2019-12-01T08:19:00+00:00","Lion Air","JT","LNI","320","JT320","LNI320",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLJY","B738","B738","8A0309"
"30","2019-12-01","landed","Juanda","Asia/Jakarta","SUB","WARR",NA,NA,NA,"2019-12-01T06:10:00+00:00","2019-12-01T06:10:00+00:00",NA,"2019-12-01T06:25:00+00:00","2019-12-01T06:25:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T08:20:00+00:00","2019-12-01T08:20:00+00:00",NA,"2019-12-01T08:27:00+00:00","2019-12-01T08:27:00+00:00","Citilink","QG","CTV","484","QG484","CTV484",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGLZ","A320","A320","8A04A4"
"31","2019-12-01","landed","Juanda","Asia/Jakarta","SUB","WARR",NA,NA,NA,"2019-12-01T10:40:00+00:00","2019-12-01T10:40:00+00:00",NA,"2019-12-01T10:53:00+00:00","2019-12-01T10:53:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T12:50:00+00:00","2019-12-01T12:50:00+00:00",NA,"2019-12-01T12:39:00+00:00","2019-12-01T12:39:00+00:00","Lion Air","JT","LNI","312","JT312","LNI312",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLHT","B739","B739","8A0286"
"32","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","D6",NA,"2019-12-01T07:20:00+00:00","2019-12-01T07:20:00+00:00",NA,"2019-12-01T07:44:00+00:00","2019-12-01T07:44:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T10:00:00+00:00","2019-12-01T10:00:00+00:00",NA,"2019-12-01T10:05:00+00:00","2019-12-01T10:05:00+00:00","Citilink","QG","CTV","480","QG480","CTV480",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGLG","A320","A320","8A02FF"
"33","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","E6",NA,"2019-12-01T10:10:00+00:00","2019-12-01T10:10:00+00:00",NA,"2019-12-01T10:36:00+00:00","2019-12-01T10:36:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T12:45:00+00:00","2019-12-01T12:45:00+00:00",NA,"2019-12-01T12:55:00+00:00","2019-12-01T12:55:00+00:00","Batik Air","ID","BTK","6212","ID6212","BTK6212",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLUR","A320","A320","8A0636"
"34","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U23",4,"2019-12-01T05:40:00+00:00","2019-12-01T05:40:00+00:00","2019-12-01T05:44:00+00:00","2019-12-01T06:03:00+00:00","2019-12-01T06:03:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,10,"2019-12-01T08:35:00+00:00","2019-12-01T08:35:00+00:00","2019-12-01T08:45:00+00:00","2019-12-01T08:36:00+00:00","2019-12-01T08:36:00+00:00","Garuda Indonesia","GA","GIA","530","GA530","GIA530",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGNT","B738","B738","8A0533"
"35","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","1","A5",NA,"2019-12-01T10:30:00+00:00","2019-12-01T10:30:00+00:00",NA,"2019-12-01T10:42:00+00:00","2019-12-01T10:42:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T13:15:00+00:00","2019-12-01T13:15:00+00:00",NA,"2019-12-01T13:04:00+00:00","2019-12-01T13:04:00+00:00","Lion Air","JT","LNI","324","JT324","LNI324",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLKP","B738","B738","8A0380"
"36","2019-12-01","landed","Adisutjipto","Asia/Jakarta","JOG","WARJ",NA,NA,NA,"2019-12-01T09:20:00+00:00","2019-12-01T09:20:00+00:00",NA,"2019-12-01T09:18:00+00:00","2019-12-01T09:18:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T11:50:00+00:00","2019-12-01T11:50:00+00:00",NA,"2019-12-01T11:17:00+00:00","2019-12-01T11:17:00+00:00","Xpressair","XN","XAR","641","XN641","XAR641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKTZE","B733","B733","8A079A"
"37","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U16",NA,"2019-12-01T11:35:00+00:00","2019-12-01T11:35:00+00:00","2019-12-01T11:30:00+00:00","2019-12-01T12:06:00+00:00","2019-12-01T12:06:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,10,"2019-12-01T14:30:00+00:00","2019-12-01T14:30:00+00:00","2019-12-01T14:40:00+00:00","2019-12-01T14:28:00+00:00","2019-12-01T14:28:00+00:00","Garuda Indonesia","GA","GIA","532","GA532","GIA532",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGNT","B738","B738","8A0533"
"38","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","1","A6",NA,"2019-12-01T13:20:00+00:00","2019-12-01T13:20:00+00:00",NA,"2019-12-01T13:31:00+00:00","2019-12-01T13:31:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T16:05:00+00:00","2019-12-01T16:05:00+00:00",NA,"2019-12-01T15:52:00+00:00","2019-12-01T15:52:00+00:00","Lion Air","JT","LNI","524","JT524","LNI524",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLJV","B738","B738","8A02F1"
"39","2019-12-01","landed","Kotabaru","Asia/Makassar","KBU","WAOK",NA,NA,NA,"2019-12-01T14:50:00+00:00","2019-12-01T14:50:00+00:00",NA,"2019-12-01T15:04:00+00:00","2019-12-01T15:04:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T15:30:00+00:00","2019-12-01T15:30:00+00:00",NA,"2019-12-01T15:39:00+00:00","2019-12-01T15:39:00+00:00","Wings Air (Indonesia)","IW","WON","1391","IW1391","WON1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKWHM","AT76","AT76","8A06EC"
"40","2019-12-01","landed","Juanda","Asia/Jakarta","SUB","WARR",NA,NA,NA,"2019-12-01T14:50:00+00:00","2019-12-01T14:50:00+00:00",NA,"2019-12-01T14:57:00+00:00","2019-12-01T14:57:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T17:10:00+00:00","2019-12-01T17:10:00+00:00",NA,"2019-12-01T16:45:00+00:00","2019-12-01T16:45:00+00:00","Citilink","QG","CTV","492","QG492","CTV492",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGTK","A20N","A20N","8A07DF"
"41","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U24",4,"2019-12-01T14:35:00+00:00","2019-12-01T14:35:00+00:00","2019-12-01T14:39:00+00:00","2019-12-01T15:09:00+00:00","2019-12-01T15:09:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,11,"2019-12-01T17:35:00+00:00","2019-12-01T17:35:00+00:00","2019-12-01T17:46:00+00:00","2019-12-01T17:39:00+00:00","2019-12-01T17:39:00+00:00","Garuda Indonesia","GA","GIA","528","GA528","GIA528",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGME","B738","B738","8A01DF"
"42","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","D5",NA,"2019-12-01T16:40:00+00:00","2019-12-01T16:40:00+00:00",NA,"2019-12-01T17:20:00+00:00","2019-12-01T17:20:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T19:25:00+00:00","2019-12-01T19:25:00+00:00",NA,"2019-12-01T19:41:00+00:00","2019-12-01T19:41:00+00:00","Citilink","QG","CTV","490","QG490","CTV490",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGLO","A320","A320","8A0378"
"43","2019-12-01","landed","Ngurah Rai International","Asia/Makassar","DPS","WADD","D",NA,NA,"2019-12-01T19:00:00+00:00","2019-12-01T19:00:00+00:00",NA,"2019-12-01T19:25:00+00:00","2019-12-01T19:25:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,NA,"2019-12-01T20:10:00+00:00","2019-12-01T20:10:00+00:00",NA,"2019-12-01T20:20:00+00:00","2019-12-01T20:20:00+00:00","Lion Air","JT","LNI","844","JT844","LNI844",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLPH","B739","B739","8A04BB"
"44","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U23",26,"2019-12-01T17:55:00+00:00","2019-12-01T17:55:00+00:00","2019-12-01T18:21:00+00:00","2019-12-01T19:03:00+00:00","2019-12-01T19:03:00+00:00","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,42,"2019-12-01T20:50:00+00:00","2019-12-01T20:50:00+00:00","2019-12-01T21:32:00+00:00","2019-12-01T21:23:00+00:00","2019-12-01T21:23:00+00:00","Garuda Indonesia","GA","GIA","536","GA536","GIA536",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGNJ","B738","B738","8A044B"
